id,image_filename,image_path,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,split
23215,23215.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23215.jpg,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Nivedita Black Kurta,index
58504,58504.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58504.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Tonga Women Black Dress,index
28279,28279.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28279.jpg,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Women Brown Sunglasses,index
44521,44521.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\44521.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,index
45724,45724.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45724.jpg,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Folklore Women Maroon Kurta,index
2365,2365.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2365.jpg,Women,Accessories,Bags,Handbags,Pink,Spring,2011.0,Sports,ADIDAS Pink Women Bag,index
5506,5506.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5506.jpg,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt,index
23740,23740.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\23740.jpg,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Ray-Ban Women Cats Sunglasses,index
9598,9598.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9598.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirts,index
5854,5854.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5854.jpg,Women,Accessories,Bags,Handbags,Pink,Summer,2011.0,Casual,ADIDAS Women Pink Handbag,index
10223,10223.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\10223.jpg,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Zoe Green Handbags,index
16851,16851.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16851.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses,index
33243,33243.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33243.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Navy Blue Check Shirt,index
13735,13735.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13735.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Belmonte Men Stripes Green Shirts,index
1546,1546.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\1546.jpg,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Furore White Shoe,index
35664,35664.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35664.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,U.S. Polo Assn. Men Black Sandals,index
51695,51695.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51695.jpg,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Van Heusen Women Oversized Sunglasses VH215-C3,index
47032,47032.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47032.jpg,Women,Apparel,Topwear,Kurtas,Red,Fall,2012.0,Ethnic,Shree Women Red & Black Kurta,index
53774,53774.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\53774.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt,index
2154,2154.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2154.jpg,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men Red & Grey Polo T-shirt,index
5577,5577.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5577.jpg,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Field Trainer Textile Grey Black White Shoe,index
47391,47391.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47391.jpg,Women,Accessories,Bags,Handbags,Beige,Fall,2012.0,Casual,Baggit Women Beige Handbag,index
37141,37141.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\37141.jpg,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Wills Lifestyle Men Stripes Grey Shirt,index
11179,11179.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11179.jpg,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Carrera Men Leather strap dial and golden frame Brown Watches,index
49662,49662.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49662.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass,index
28661,28661.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28661.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Casual,Nike Men Air Max Full Court 2 Black Shoes,index
16859,16859.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16859.jpg,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Unisex Funky Eyewear Brown Sunglasses,index
26426,26426.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26426.jpg,Women,Accessories,Bags,Handbags,Bronze,Summer,2012.0,Casual,Spice Art Women Leatherette Bronze Handbag,index
44612,44612.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\44612.jpg,Men,Footwear,Shoes,Sports Shoes,Blue,Spring,2013.0,Sports,Salomon Men Blue RX Prime Sports Shoes,index
8672,8672.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8672.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Fastrack Black sunglass with golden rim Black Sunglasses,index
29951,29951.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29951.jpg,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL13092JSB-02A,index
16476,16476.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16476.jpg,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Locomotive Men Check Purple Shirt,index
18299,18299.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18299.jpg,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aneri Women Zeenat Black Kurta,index
35916,35916.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35916.jpg,Women,Accessories,Bags,Handbags,Purple,Fall,2012.0,Casual,Peperone Women Purple Handbag,index
51430,51430.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51430.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Myntra Men Navy Blue & Orange Check Shirt,index
15651,15651.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15651.jpg,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Belkin Unisex Apple Move Toploader 15,index
6059,6059.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\6059.jpg,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,UCB Men Linen Small Checks Green Shirt,index
21312,21312.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\21312.jpg,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,index
2233,2233.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2233.jpg,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Puma Men Carbon Sandal,index
24558,24558.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24558.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Blue Printed Kurta,index
30581,30581.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30581.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray Ban Unisex Black Sunglass,index
39152,39152.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\39152.jpg,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,2012.0,Ethnic,Aneri Women Turquiose Blue Printed Kurta,index
29140,29140.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\29140.jpg,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Vogue Women Purple Sunglasses,index
12850,12850.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12850.jpg,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,Ant Kids Girl Cheerful Green Tops,index
59227,59227.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59227.jpg,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Women Black Watch,index
51457,51457.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51457.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Black Dress,index
17191,17191.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\17191.jpg,Men,Apparel,Topwear,Shirts,Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks  Blue Shirt,index
48235,48235.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48235.jpg,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses,index
3442,3442.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3442.jpg,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Delhi Daredevils Kids Match Jersey,index
15000,15000.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\15000.jpg,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men Solid White Tshirts,index
18481,18481.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18481.jpg,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Puma Men Future Cat Blue Casual Shoes,index
26935,26935.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26935.jpg,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Jealous 21 Women Black Dress,index
9539,9539.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9539.jpg,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men Asss Crusier Graphic Blue T-Shirts,index
45859,45859.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45859.jpg,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Vishudh Women Multi Coloured Kurta,index
51424,51424.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51424.jpg,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Myntra Men White Shirt,index
21543,21543.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\21543.jpg,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Small Pocket Black Handbag,index
12241,12241.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12241.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Genesis Men Stripes White Shirts,index
13758,13758.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\13758.jpg,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Belmonte Men Check Green Shirts,index
3263,3263.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3263.jpg,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Guerrilla Men's Need Money Yellow T-shirt,index
42837,42837.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\42837.jpg,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Kite Handbag,index
43000,43000.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43000.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men White Air Dictate Sports Shoes,index
58533,58533.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58533.jpg,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,index
47434,47434.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\47434.jpg,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag,index
11620,11620.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11620.jpg,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Solid Lime Green Kurtas,index
43292,43292.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43292.jpg,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Murcia Women Pink Kate Handbag,index
31127,31127.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\31127.jpg,Girls,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Dress,index
48090,48090.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48090.jpg,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,French Connection Women Olive Top,index
2388,2388.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2388.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Casual Shoe,index
31050,31050.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\31050.jpg,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Arrow Sport Men Check Navy Blue Shirt,index
5243,5243.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5243.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Reebok Men's Zigdhoni Black Shoe,index
33488,33488.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33488.jpg,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Doodle Kids Boy Check Purple Shirt,index
40306,40306.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40306.jpg,Unisex,Footwear,Sandal,Sandals,White,Winter,2013.0,Casual,Warner Bros Unisex White Kids sandals,index
30647,30647.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\30647.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men U Logo Black T-shirt,index
20393,20393.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\20393.jpg,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Grand Hoor Brown Handbag,index
58490,58490.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58490.jpg,Women,Apparel,Dress,Dresses,White,Fall,2012.0,Casual,Tonga Women White Dress,index
24709,24709.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24709.jpg,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Puma Men Gypsy II Olive Sandals,index
38166,38166.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\38166.jpg,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,Miami Blues Women Sunglasses,index
21316,21316.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\21316.jpg,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,index
26643,26643.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26643.jpg,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Driving Power Light Red Casual Shoes,index
34314,34314.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34314.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Urban T-shirt,index
53394,53394.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\53394.jpg,Women,Apparel,Topwear,Kurtas,Blue,Fall,2012.0,Ethnic,Alma Women Blue and Sea Green Printed Kurta,index
41859,41859.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\41859.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2016.0,Casual,Estd. 1977 Men Black Sandals,index
51269,51269.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\51269.jpg,Girls,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Hop Scotch Girls Pink Digital Watch,index
7328,7328.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7328.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Red Tape Men Black Sandals,index
17323,17323.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\17323.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,index
28287,28287.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28287.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses,index
4558,4558.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\4558.jpg,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Dunk High Orange Shoe,index
16948,16948.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16948.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Men Classic Eyewear Brown Sunglasses,index
42591,42591.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\42591.jpg,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Dress,index
18897,18897.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\18897.jpg,Women,Apparel,Dress,Dresses,Green,Fall,2011.0,Casual,Arrow Woman Solid Green Dress,index
40551,40551.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40551.jpg,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,index
58172,58172.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\58172.jpg,Women,Accessories,Bags,Handbags,Grey,Fall,2012.0,Casual,Rocky S Women Stone Grey Handbag,index
8737,8737.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8737.jpg,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Purple Shirts,index
12254,12254.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12254.jpg,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,Genesis Men Check Red Shirts,index
48216,48216.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\48216.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses,index
12003,12003.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\12003.jpg,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey Striped Shirt,index
5660,5660.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\5660.jpg,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Tantra Men Absolut Bangalore Navy Blue T-shirt,index
11940,11940.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11940.jpg,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Ganuchi Men Casual Black Sandals,index
35542,35542.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\35542.jpg,Girls,Footwear,Sandal,Sandals,Pink,Summer,2012.0,Casual,Enroute Kids Girls Pink Sandals,index
49551,49551.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49551.jpg,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocia Women Beige Handbag,index
43919,43919.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\43919.jpg,Women,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Femella Women Navy Blue Printed Dress,index
19681,19681.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\19681.jpg,Women,Apparel,Topwear,Tops,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Top,index
26369,26369.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\26369.jpg,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Arrow Woman Blue Shirt,index
11944,11944.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\11944.jpg,Men,Footwear,Sandal,Sandals,Blue,Summer,2012.0,Casual,Ganuchi Men Casual Blue Sandals,index
16862,16862.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16862.jpg,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Idee Women Funky Eyewear Blue Sunglasses,index
1827,1827.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\1827.jpg,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Downshifter White/Blue Shoe,index
2054,2054.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2054.jpg,Men,Apparel,Topwear,Tshirts,Maroon,Winter,2010.0,Casual,Lee Men's Stone T-shirt,index
24367,24367.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\24367.jpg,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Folklore Women Green  Kurta,index
22826,22826.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\22826.jpg,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,index
45970,45970.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\45970.jpg,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top,index
9018,9018.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\9018.jpg,Men,Footwear,Sandal,Sandals,Black,Winter,2011.0,Casual,Buckaroo Men Mar Black Sandals,index
2967,2967.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\2967.jpg,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Mid Pixel Black & Silver Canvas Shoe,index
33955,33955.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\33955.jpg,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt,index
3387,3387.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3387.jpg,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women With Stitch Black Bag,index
16108,16108.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\16108.jpg,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,M tv Men My Fab Eyewear Brown Sunglasses,index
3727,3727.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3727.jpg,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Orange Kansas City T-shirt,index
59974,59974.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\59974.jpg,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & White Dress,index
34574,34574.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\34574.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Printed Black Top,index
8677,8677.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\8677.jpg,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Unisex Green Sunglasses,index
40407,40407.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40407.jpg,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black Top,index
44703,44703.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\44703.jpg,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Wills Lifestyle Women Cream Top,index
40569,40569.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\40569.jpg,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta,index
49776,49776.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\49776.jpg,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women Blue Printed Kurta,index
7156,7156.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\7156.jpg,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Black Check Shirt,index
28285,28285.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\28285.jpg,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses,index
3110,3110.jpg,F:\CEI\Celebal_Excellence_Internship\fashion-visual-search\data\subset\images\3110.jpg,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Western Highway Black T-shirt,index
